Table,Column,Data Type,Is Nullable,Max Length
InvestidoresView,NomeDoAssessor,nvarchar,YES,-1
InvestidoresView,EscritorioId,uniqueidentifier,YES,
InvestidoresView,NomeDoEscritorio,nvarchar,YES,-1
InvestidoresView,DataDoCadastro,datetime2,NO,
InvestidoresView,Status,int,YES,
InvestidoresView,StatusBackoffice,int,YES,
InvestidoresView,Origem,nvarchar,YES,-1
Investimento,Id,int,NO,
Investimento,InvestidorId,uniqueidentifier,NO,
Investimento,AssessorId,uniqueidentifier,YES,
Investimento,CampanhaId,int,NO,
Investimento,ValorInvestido,decimal,NO,
Investimento,NumeroAcoes,int,YES,
Investimento,OrigemInvestimentoId,int,YES,
Investimento,DataCessao,datetimeoffset,YES,
Investimento,Status,int,YES,
Investimento,Contrato,varchar,YES,-1
Investimento,CreatedOn,datetimeoffset,NO,
Investimento,CreatedByUserId,uniqueidentifier,YES,
Investimento,LastModifiedOn,datetime2,YES,
Investimento,ModifiedByUserId,uniqueidentifier,YES,
Investimento,ledger_start_transaction_id,bigint,NO,
Investimento,ledger_end_transaction_id,bigint,YES,
Investimento,ledger_start_sequence_number,bigint,NO,
Investimento,ledger_end_sequence_number,bigint,YES,
Investimento_Controle,Id,int,NO,
Investimento_Controle,FitBank_TransacaoId,nvarchar,YES,-1
Investimento_Controle,FitBank_Status,nvarchar,YES,-1
Investimento_Controle,FitBank_DataUltimaAtualizacao,datetimeoffset,YES,
Investimento_Controle,Investimento_Liquidacao_BEE4_DataUltimaRequisicaoCreateReserve,datetimeoffset,YES,
Investimento_Controle,Investimento_Liquidacao_BEE4_DataUltimaRequisicaoGetReserve,datetimeoffset,YES,
Investimento_Controle,Investimento_Liquidacao_BEE4_Status,nvarchar,YES,-1
Investimento_Controle,TipoLiquidacaoCampanha,int,YES,
Investimento_Controle,Investimento_Liquidacao_BEE4_CreateReserveRequestCount,int,YES,
Investimento_Controle,Investimento_Liquidacao_BEE4_GetReserveRequestCount,int,YES,
Investimento_Controle,Investimento_Liquidacao_BEE4_DataUltimaRequisicaoCancelReserve,datetimeoffset,YES,
Investimento_Controle,Investimento_Liquidacao_BEE4_CancelReserveRequestCount,int,YES,
Investimento_Controle,Investimento_Liquidacao_BEE4_LastErrorMessage,nvarchar,YES,-1
Investimento_Controle,Investimento_Liquidacao_BEE4_LastHttpStatus,int,YES,
Investimento_Controle,Investimento_Liquidacao_BEE4_RegisterId,uniqueidentifier,YES,
Investimento_Controle,Investimento_Liquidacao_BEE4_ReserveId,uniqueidentifier,YES,
Investimento_Controle,DataCancelamento,datetimeoffset,YES,
Investimento_Controle,DataConfirmacao,datetimeoffset,YES,
Investimento_Controle,DataCriacao,datetimeoffset,YES,
Investimento_Controle,DataExecucao,datetimeoffset,YES,
Investimento_Controle,DataSolicitacaoCancelamento,datetimeoffset,YES,
Investimento_Controle,DataSolicitacaoExecucao,datetimeoffset,YES,
Investimento_Controle,StatusLiquidacao,int,YES,
Investimento_Controle,Investimento_Liquidacao_BEE4_DataUltimaRequisicaoExecuteReserve,datetimeoffset,YES,
Investimento_Controle,Investimento_Liquidacao_BEE4_ExecuteReserveRequestCount,int,YES,
Investimento_Controle,NumeroDeAcoesBloqueadas,int,YES,
Investimento_Historico,Id,int,NO,
Investimento_Historico,InvestidorId,uniqueidentifier,NO,
Investimento_Historico,AssessorId,uniqueidentifier,YES,
Investimento_Historico,CampanhaId,int,NO,
Investimento_Historico,ValorInvestido,decimal,NO,
Investimento_Historico,NumeroAcoes,int,YES,
Investimento_Historico,OrigemInvestimentoId,int,YES,
Investimento_Historico,DataCessao,datetimeoffset,YES,
Investimento_Historico,Status,int,YES,
Investimento_Historico,Contrato,varchar,YES,-1
Investimento_Historico,CreatedOn,datetimeoffset,NO,
Investimento_Historico,CreatedByUserId,uniqueidentifier,YES,
Investimento_Historico,LastModifiedOn,datetime2,YES,
Investimento_Historico,ModifiedByUserId,uniqueidentifier,YES,
Investimento_Historico,ledger_start_transaction_id,bigint,NO,
Investimento_Historico,ledger_end_transaction_id,bigint,YES,
Investimento_Historico,ledger_start_sequence_number,bigint,NO,
Investimento_Historico,ledger_end_sequence_number,bigint,YES,
Investimento_Ledger,Id,int,NO,
Investimento_Ledger,InvestidorId,uniqueidentifier,NO,
Investimento_Ledger,AssessorId,uniqueidentifier,YES,
Investimento_Ledger,CampanhaId,int,NO,
Investimento_Ledger,ValorInvestido,decimal,NO,
Investimento_Ledger,NumeroAcoes,int,YES,
Investimento_Ledger,OrigemInvestimentoId,int,YES,
Investimento_Ledger,DataCessao,datetimeoffset,YES,
Investimento_Ledger,Status,int,YES,
Investimento_Ledger,Contrato,varchar,YES,-1
Investimento_Ledger,CreatedOn,datetimeoffset,NO,
Investimento_Ledger,CreatedByUserId,uniqueidentifier,YES,
Investimento_Ledger,LastModifiedOn,datetime2,YES,
Investimento_Ledger,ModifiedByUserId,uniqueidentifier,YES,
Investimento_Ledger,ledger_transaction_id,bigint,YES,
Investimento_Ledger,ledger_sequence_number,bigint,YES,
Investimento_Ledger,ledger_operation_type,int,NO,
Investimento_Ledger,ledger_operation_type_desc,nvarchar,NO,6
Investimentos,Id,int,NO,
Investimentos,Nome,nvarchar,YES,-1
Investimentos,InvestidorId,uniqueidentifier,NO,
Investimentos,CampanhaId,int,NO,
Investimentos,ValorInvestido,decimal,NO,
Investimentos,NumeroAcoes,int,YES,
Investimentos,Status,int,YES,
Investimentos,CreatedOn,datetimeoffset,NO,
Investimentos,RegisterId,uniqueidentifier,YES,
Investimentos,ReserveId,uniqueidentifier,YES,
Investimentos,DataUltimaRequisicaoGetReserve,datetimeoffset,YES,
Investimentos,DataUltimaRequisicaoCancelReserve,datetimeoffset,YES,
Investimentos,DataUltimaRequisicaoExecuteReserve,datetimeoffset,YES,
Investimentos,DataCriacao,datetimeoffset,YES,
Investimentos,TipoLiquidacaoCampanha,int,YES,
Investimentos,DataSolicitacaoCancelamento,datetimeoffset,YES,
Investimentos,DataCancelamento,datetimeoffset,YES,
Investimentos,DataConfirmacao,datetimeoffset,YES,
Investimentos,DataSolicitacaoExecucao,datetimeoffset,YES,
Investimentos,DataExecucao,datetimeoffset,YES,
Investimentos,StatusLiquidacao,int,YES,
InvestimentosView,Id,int,NO,
InvestimentosView,Valor,decimal,NO,
InvestimentosView,Status,int,YES,
InvestimentosView,DataDeCriacao,datetimeoffset,NO,
InvestimentosView,InvestidorId,uniqueidentifier,NO,
InvestimentosView,NomeDoInvestidor,nvarchar,YES,-1
InvestimentosView,CampanhaId,int,NO,
InvestimentosView,QuantidadeDeAcoes,int,YES,
InvestimentosView,NomeDaCampanha,nvarchar,YES,-1
InvestimentosView,AssessorId,uniqueidentifier,YES,
InvestimentosView,NomeDoAssessor,nvarchar,YES,-1
InvestimentosView,EscritorioId,uniqueidentifier,YES,
InvestimentosView,NomeDoEscritorio,nvarchar,YES,-1
InvestimentosView,TipoDeCampanha,nvarchar,YES,-1
InvestimentosView,CampanhaEstaListadaNaBee4,bit,YES,
InvestimentosView,StatusDaCampanha,nvarchar,YES,-1
InvestimentosView,UrlDoContratoDoInvestimento,varchar,YES,-1
InvestimentosView,EspecieDeAcoesDaCampanha,nvarchar,YES,-1
InvestimentosView,JurosDaCampanha,nvarchar,YES,-1
InvestimentosView,NumeroDeAcoesBloqueadas,int,YES,
InvestimentoView,Id,int,NO,
InvestimentoView,InvestidorId,uniqueidentifier,NO,
InvestimentoView,AssessorId,uniqueidentifier,YES,
InvestimentoView,CampanhaId,int,NO,
InvestimentoView,ValorInvestido,decimal,NO,
InvestimentoView,OrigemInvestimentoId,int,YES,
InvestimentoView,Status,int,YES,
InvestimentoView,Contrato,varchar,YES,-1
InvestimentoView,CreatedOn,datetimeoffset,NO,
InvestimentoView,CreatedByUserId,uniqueidentifier,YES,
InvestimentoView,LastModifiedOn,datetime2,YES,
InvestimentoView,ModifiedByUserId,uniqueidentifier,YES,
InvestimentoView,ledger_start_transaction_id,bigint,NO,
InvestimentoView,ledger_end_transaction_id,bigint,YES,
InvestimentoView,ledger_start_sequence_number,bigint,NO,
InvestimentoView,ledger_end_sequence_number,bigint,YES,
InvestimentoView,Investidor_Nome,nvarchar,YES,255
InvestimentoView,Investidor_Documento,nvarchar,YES,450
InvestimentoView,Assessor_Nome,nvarchar,YES,255
InvestimentoView,Escritorio_Nome,varchar,YES,120
InvestimentoView,Escritorio_CNPJ,varchar,YES,20
InvestimentoView,EscritorioId,uniqueidentifier,YES,
InvestimentoView,StatusAntigo,varchar,NO,12
InvestimentoView,FitBank_DataUltimaAtualizacao,datetimeoffset,YES,
InvestimentoView,FitBank_Status,nvarchar,YES,-1
InvestimentoView,FitBank_TransacaoId,nvarchar,YES,-1
InvestimentoView,NomeDaCampanha,nvarchar,YES,-1
InvestimentoView,StatusDaCampanha,nvarchar,YES,-1
InvestimentoView,DataDeEncerramentoDaCampanha,datetime2,YES,
InvestimentoView,JurosDaCampanha,nvarchar,YES,-1
InvestimentoView,UrlDoContrato,varchar,YES,-1
InvestimentoView,PerfilDoInvestidor,nvarchar,YES,-1
ipv6_database_firewall_rules,id,int,NO,
ipv6_database_firewall_rules,name,nvarchar,NO,128
ipv6_database_firewall_rules,start_ipv6_address,varchar,NO,45
ipv6_database_firewall_rules,end_ipv6_address,varchar,NO,45
ipv6_database_firewall_rules,create_date,datetime,NO,
ipv6_database_firewall_rules,modify_date,datetime,NO,
LedgerDeInvestimentosView,Id,int,NO,
LedgerDeInvestimentosView,CampanhaId,int,NO,
LedgerDeInvestimentosView,NomeDaCampanha,nvarchar,YES,-1
LedgerDeInvestimentosView,VendedorId,uniqueidentifier,YES,
LedgerDeInvestimentosView,DocumentoDoVendedor,nvarchar,YES,450
LedgerDeInvestimentosView,NomeDoVendedor,nvarchar,YES,-1
LedgerDeInvestimentosView,CompradorId,uniqueidentifier,YES,
LedgerDeInvestimentosView,DocumentoDoComprador,nvarchar,YES,450
LedgerDeInvestimentosView,NomeDoComprador,nvarchar,YES,-1
LedgerDeInvestimentosView,Valor,decimal,NO,
LedgerDeInvestimentosView,DataDaCessao,datetimeoffset,YES,
LedgerDeInvestimentosView,Contrato,varchar,YES,-1
LedgerDeInvestimentosView,OrigemInvestimentoId,int,YES,
LedgerDeInvestimentosView,Status,int,YES,
LedgerDeInvestimentosView,ledger_operation_type,int,NO,
LedgerDeInvestimentosView,ledger_transaction_id,bigint,YES,
LedgerDeInvestimentosView,CreatedOn,datetimeoffset,NO,
MigracoesDeCadastro,Id,uniqueidentifier,NO,
MigracoesDeCadastro,InvestidorId,uniqueidentifier,NO,
MigracoesDeCadastro,AceitaFazerMigracao,bit,NO,
MigracoesDeCadastro,DataDoRegistro,datetimeoffset,NO,
MigracoesDeCadastro,EnderecoDeIpDaRequisicao,nvarchar,YES,-1
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,Id,int,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,InvestidorId,uniqueidentifier,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,AssessorId,uniqueidentifier,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,CampanhaId,int,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,Tipo,int,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,ValorInvestido,decimal,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,OrigemInvestimentoId,int,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,Status,int,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,Contrato,varchar,YES,-1
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,CreatedOn,datetimeoffset,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,CreatedByUserId,uniqueidentifier,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,LastModifiedOn,datetime2,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,ModifiedByUserId,uniqueidentifier,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,ledger_start_transaction_id,bigint,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,ledger_end_transaction_id,bigint,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,ledger_start_sequence_number,bigint,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_54C3BF03476142428B37F29B33B26C75,ledger_end_sequence_number,bigint,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,Id,int,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,InvestidorId,uniqueidentifier,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,AssessorId,uniqueidentifier,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,CampanhaId,int,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,ValorInvestido,decimal,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,OrigemInvestimentoId,int,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,DataCessao,datetimeoffset,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,Status,int,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,Contrato,varchar,YES,-1
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,CreatedOn,datetimeoffset,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,CreatedByUserId,uniqueidentifier,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,LastModifiedOn,datetime2,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,ModifiedByUserId,uniqueidentifier,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,ledger_start_transaction_id,bigint,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,ledger_end_transaction_id,bigint,YES,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,ledger_start_sequence_number,bigint,NO,
MSSQL_DroppedLedgerHistory_Investimento_Historico_6081F00882FC4CDAA550F77A8AA06A84,ledger_end_sequence_number,bigint,YES,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,Id,int,NO,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,InvestidorId,uniqueidentifier,NO,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,AssessorId,uniqueidentifier,YES,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,CampanhaId,int,NO,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,ValorInvestido,decimal,NO,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,OrigemInvestimentoId,int,YES,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,DataCessao,datetimeoffset,YES,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,Status,int,YES,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,Contrato,varchar,YES,-1
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,CreatedOn,datetimeoffset,NO,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,CreatedByUserId,uniqueidentifier,YES,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,LastModifiedOn,datetime2,YES,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,ModifiedByUserId,uniqueidentifier,YES,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,ledger_start_transaction_id,bigint,NO,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,ledger_end_transaction_id,bigint,YES,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,ledger_start_sequence_number,bigint,NO,
MSSQL_DroppedLedgerTable_Investimento_38D592C58E3E4B139E52DD64BA4139DF,ledger_end_sequence_number,bigint,YES,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,Id,int,NO,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,InvestidorId,uniqueidentifier,NO,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,AssessorId,uniqueidentifier,NO,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,CampanhaId,int,NO,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,Tipo,int,YES,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,ValorInvestido,decimal,NO,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,OrigemInvestimentoId,int,YES,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,Status,int,YES,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,Contrato,varchar,YES,-1
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,CreatedOn,datetimeoffset,NO,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,CreatedByUserId,uniqueidentifier,YES,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,LastModifiedOn,datetime2,YES,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,ModifiedByUserId,uniqueidentifier,YES,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,ledger_start_transaction_id,bigint,NO,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,ledger_end_transaction_id,bigint,YES,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,ledger_start_sequence_number,bigint,NO,
MSSQL_DroppedLedgerTable_Investimento_39CA380E769B4303995AAC685082C152,ledger_end_sequence_number,bigint,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,Id,int,NO,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,InvestidorId,uniqueidentifier,NO,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,AssessorId,uniqueidentifier,NO,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,CampanhaId,int,NO,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,Tipo,int,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,ValorInvestido,decimal,NO,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,OrigemInvestimentoId,int,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,Status,int,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,Contrato,varchar,YES,-1
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,CreatedOn,datetimeoffset,NO,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,CreatedByUserId,uniqueidentifier,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,LastModifiedOn,datetime2,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,ModifiedByUserId,uniqueidentifier,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,ledger_transaction_id,bigint,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,ledger_sequence_number,bigint,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,ledger_operation_type,int,NO,
MSSQL_DroppedLedgerView_Investimento_Ledger_97E33FD6D0BB4DFAA44C96B16E997D2A,ledger_operation_type_desc,nvarchar,NO,6
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,Id,int,NO,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,InvestidorId,uniqueidentifier,NO,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,AssessorId,uniqueidentifier,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,CampanhaId,int,NO,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,ValorInvestido,decimal,NO,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,OrigemInvestimentoId,int,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,DataCessao,datetimeoffset,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,Status,int,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,Contrato,varchar,YES,-1
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,CreatedOn,datetimeoffset,NO,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,CreatedByUserId,uniqueidentifier,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,LastModifiedOn,datetime2,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,ModifiedByUserId,uniqueidentifier,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,ledger_transaction_id,bigint,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,ledger_sequence_number,bigint,YES,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,ledger_operation_type,int,NO,
MSSQL_DroppedLedgerView_Investimento_Ledger_D6299EC8B7094751B14F134F92EAD1E7,ledger_operation_type_desc,nvarchar,NO,6
PedidosDeRecuperacaoDeSenha,Id,uniqueidentifier,NO,
PedidosDeRecuperacaoDeSenha,Email,nvarchar,NO,-1
PedidosDeRecuperacaoDeSenha,UsuarioId,uniqueidentifier,NO,
PedidosDeRecuperacaoDeSenha,Codigo,uniqueidentifier,NO,
PedidosDeRecuperacaoDeSenha,Utilizado,bit,NO,
PedidosDeRecuperacaoDeSenha,UtilizadoEm,datetime2,YES,
permissao,Id,nvarchar,NO,100
permissao,Type,int,NO,
permissao,IsPublic,bit,NO,
permissao,Descricao,nvarchar,YES,255
permissao_filho,Id,uniqueidentifier,NO,
permissao_filho,PermissionId,nvarchar,YES,100
permissao_filho,ChildPermissionId,nvarchar,YES,100
pessoa,Id,uniqueidentifier,NO,
pessoa,Nome,nvarchar,NO,255
pessoa,UsuarioId,uniqueidentifier,YES,
pessoa,CPF,nvarchar,YES,450
pessoa,Nome_Social,varchar,YES,120
pessoa,Data_Nascimento,datetime2,YES,
pessoa,Sexo,char,YES,1
pessoa,Emancipado,bit,YES,
pessoa,Responsavel_Cpf,char,YES,11
pessoa,Responsavel_Nome,varchar,YES,120
pessoa,Naturalidade,varchar,YES,50
pessoa,Nacionalidade,nvarchar,YES,-1
pessoa,Estado_Civil,int,YES,
pessoa,Nome_Mae,varchar,YES,120
pessoa,Nome_Pai,varchar,YES,120
pessoa,Documento_Tipo,varchar,YES,50
pessoa,Documento_Numero,varchar,YES,20
pessoa,Documento_Emissor,varchar,YES,10
pessoa,Conjuge_Nome,varchar,YES,120
pessoa,Conjuge_Cpf,varchar,YES,20
pessoa,Trabalho_Razao_Social,nvarchar,YES,-1
pessoa,Trabalho_CNPJ,nvarchar,YES,-1
pessoa,IsPoliticamente_Exposta,bit,YES,
pessoa,Renda_Anual,decimal,YES,
pessoa,Valor_Patrimonial,decimal,YES,
pessoa,IsUSPerson,bit,YES,
pessoa,CreatedOn,datetime2,NO,
pessoa,LastModifiedOn,datetime2,YES,
pessoa,ModifiedByUserId,uniqueidentifier,YES,
pessoa,IsVinculada_Beegin,bit,YES,
pessoa,OcupacaoProfissional,nvarchar,YES,-1
pessoa,Renda_Anual_Data_Atualizacao,datetime2,YES,
pessoa,Valor_Patrimonial_Data_Atualizacao,datetime2,YES,
pessoa,CreatedByUserId,uniqueidentifier,YES,
pessoa,DeletedByUserId,uniqueidentifier,YES,
pessoa,DeletedOn,datetime2,YES,
pessoa,RowVersion,timestamp,NO,
pessoa_complemento,Id,uniqueidentifier,NO,
pessoa_complemento,PessoaId,uniqueidentifier,NO,
pessoa_complemento,Nome_Cargo,nvarchar,YES,-1
pessoa_complemento,Classe_Social,varchar,YES,100
pessoa_complemento,Renda_Presumida,decimal,NO,
pessoa_complemento,Nr_Registro_Geral,varchar,YES,20
pessoa_complemento,Orgao_Emissor_Rg,varchar,YES,10
pessoa_complemento,Estado_Emissor_Rg,char,YES,2
pessoa_complemento,Data_Emissor_Rg,datetime2,YES,
pessoa_complemento,Beneficiario_Final,bit,YES,
pessoa_complemento,IsGrandes_Fortunas,bit,YES,
pessoa_complemento,Data_Validade_Documento,datetime2,YES,
pessoa_endereco,Id,uniqueidentifier,NO,
pessoa_endereco,PessoaId,uniqueidentifier,NO,
pessoa_endereco,CEP,varchar,YES,8
pessoa_endereco,Estado,varchar,YES,2
pessoa_endereco,Cidade,varchar,YES,255
pessoa_endereco,Pais,varchar,YES,45
pessoa_endereco,Bairro,varchar,YES,255
pessoa_endereco,Logradouro,varchar,YES,255
pessoa_endereco,Numero,varchar,YES,15
pessoa_endereco,Complemento,varchar,YES,200
pessoa_endereco,Principal,bit,YES,
pessoa_endereco,TipoEndereco,int,YES,
pessoa_endereco,IsCEPValido,bit,YES,
pessoa_telefone,Id,uniqueidentifier,NO,
pessoa_telefone,PessoaId,uniqueidentifier,NO,
pessoa_telefone,CreatedOn,datetime2,NO,
pessoa_telefone,LastModifiedOn,datetime2,YES,
